INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
2066,1,13276.789632,1,55,1,12,"$5,821",No,$0,Yes,z_F,<High School,Student,31,Commercial,"$11,130",3,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural
2067,0,0,0,50,0,11,"$52,593",No,"$188,236",Yes,z_F,z_High School,z_Blue Collar,52,Commercial,"$26,560",3,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban
2068,0,0,0,41,0,12,,No,"$282,125",Yes,M,Bachelors,z_Blue Collar,35,Commercial,"$20,950",1,Van,yes,$0,0,No,3,9,z_Highly Rural/ Rural
2069,0,0,0,51,0,9,"$78,283",No,"$262,744",Yes,M,Bachelors,Manager,16,Private,"$6,400",1,Pickup,no,$0,0,No,0,12,Highly Urban/ Urban
2070,0,0,0,30,2,7,,No,$0,Yes,z_F,<High School,Student,52,Private,"$7,530",1,Sports Car,no,$0,0,No,2,1,Highly Urban/ Urban
2071,0,0,0,55,0,,,No,"$139,588",Yes,z_F,<High School,Clerical,21,Private,"$9,420",1,z_SUV,no,"$6,161",3,No,2,7,Highly Urban/ Urban
2072,0,0,0,54,0,12,"$112,481",No,"$318,831",Yes,M,PhD,,8,Commercial,"$25,790",11,Panel Truck,yes,$0,0,No,1,16,Highly Urban/ Urban
2074,1,5320,1,41,1,12,"$61,618",No,"$211,160",Yes,z_F,Bachelors,Professional,25,Private,"$13,220",1,Minivan,no,$0,0,No,4,8,Highly Urban/ Urban
2075,0,0,0,45,0,14,"$36,620",No,"$158,714",z_No,z_F,<High School,Clerical,65,Private,"$12,000",1,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural
2076,1,4312,0,52,0,10,"$43,539",No,"$200,883",Yes,z_F,Masters,Lawyer,43,Private,"$13,290",10,z_SUV,no,"$9,667",1,No,7,16,Highly Urban/ Urban
2077,0,0,0,39,0,11,"$93,339",No,"$288,509",Yes,M,Bachelors,Professional,46,Commercial,"$23,790",6,Panel Truck,yes,"$24,310",1,No,6,1,Highly Urban/ Urban
2078,0,0,1,44,2,11,"$88,492",Yes,$0,z_No,z_F,Bachelors,Professional,8,Private,"$14,750",4,Minivan,no,$0,0,Yes,0,8,Highly Urban/ Urban
2079,0,0,0,43,2,10,"$102,933",No,"$306,714",Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,"$11,790",10,z_SUV,no,$0,0,No,1,8,Highly Urban/ Urban
2080,0,0,0,47,0,10,"$4,399",No,$0,z_No,M,<High School,Student,68,Private,"$17,130",1,Van,yes,$0,0,No,0,1,z_Highly Rural/ Rural
2081,0,0,0,62,0,8,"$43,210",No,$0,z_No,M,PhD,Doctor,5,Private,"$16,410",1,z_SUV,yes,"$2,999",1,No,1,,Highly Urban/ Urban
2082,0,0,0,49,0,16,"$45,807",No,"$204,460",Yes,M,Bachelors,Professional,7,Commercial,"$18,650",7,Van,no,$0,0,No,1,5,Highly Urban/ Urban
2083,1,4127,0,35,2,14,"$29,250",No,"$159,239",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$9,170",11,z_SUV,no,"$1,881",1,No,8,7,Highly Urban/ Urban
2085,1,7939,0,35,0,8,"$20,950",No,"$129,612",z_No,z_F,z_High School,Clerical,38,Private,"$7,960",7,Sports Car,no,"$5,002",1,No,0,1,Highly Urban/ Urban
2086,0,0,0,44,3,16,"$72,509",Yes,$0,z_No,M,z_High School,Professional,38,Private,"$12,380",1,Minivan,no,$0,0,No,2,1,z_Highly Rural/ Rural
2087,0,0,0,35,1,12,"$26,625",Yes,$0,z_No,z_F,z_High School,Clerical,33,Private,"$5,360",6,z_SUV,no,$0,0,No,3,10,z_Highly Rural/ Rural
2088,1,5359,0,33,4,13,"$29,161",No,"$127,565",Yes,M,z_High School,Clerical,21,Commercial,"$24,690",4,Panel Truck,no,$0,0,Yes,0,1,Highly Urban/ Urban
2090,0,0,0,55,0,14,"$31,573",No,"$156,734",Yes,M,Bachelors,Clerical,63,Private,"$11,490",14,Pickup,no,"$6,290",3,No,0,8,Highly Urban/ Urban
2091,0,0,0,31,2,13,"$40,008",No,"$199,854",Yes,M,z_High School,Clerical,47,Commercial,"$16,820",1,Van,no,"$5,135",3,No,5,,Highly Urban/ Urban
2093,0,0,0,37,2,15,"$75,111",No,"$278,221",Yes,z_F,Masters,Lawyer,38,Private,"$18,580",13,Minivan,no,$0,0,No,0,16,Highly Urban/ Urban
2094,1,2052,0,59,0,13,"$61,159",No,"$208,072",Yes,M,Masters,,37,Commercial,"$19,210",6,Van,yes,"$45,254",2,Yes,9,13,Highly Urban/ Urban
2095,0,0,0,47,0,12,"$188,778",No,$0,z_No,M,Masters,Manager,29,Private,"$10,680",1,Pickup,no,$0,0,No,0,13,Highly Urban/ Urban
2096,0,0,0,55,0,10,"$109,900",No,"$320,515",Yes,z_F,Masters,Manager,7,Private,"$9,500",4,z_SUV,no,$0,0,No,0,13,Highly Urban/ Urban
2097,0,0,0,48,0,12,"$37,634",No,"$200,492",z_No,M,<High School,z_Blue Collar,19,Private,"$14,200",6,Minivan,no,$0,0,No,1,1,Highly Urban/ Urban
2098,0,0,0,52,0,3,"$59,233",No,"$222,590",Yes,M,Bachelors,Manager,56,Private,"$17,450",6,Van,yes,"$9,175",3,No,5,9,Highly Urban/ Urban
2099,0,0,1,43,1,10,"$98,771",No,"$268,668",Yes,M,Bachelors,Professional,50,Commercial,"$30,300",6,Panel Truck,yes,$0,0,No,1,14,z_Highly Rural/ Rural
2100,0,0,1,38,1,9,"$23,221",No,"$108,815",Yes,M,<High School,Clerical,36,Commercial,"$5,300",10,Pickup,yes,$0,0,No,2,1,z_Highly Rural/ Rural
2101,0,0,0,65,0,9,"$26,123",No,$0,z_No,M,PhD,Doctor,55,Private,"$10,610",10,z_SUV,no,"$5,766",3,No,0,23,Highly Urban/ Urban
2102,1,5818,0,44,0,11,"$33,056",No,"$171,068",z_No,M,Bachelors,Clerical,51,Private,"$19,120",3,Minivan,no,$0,0,Yes,0,1,Highly Urban/ Urban
2103,1,4369,0,52,0,13,"$36,332",No,$0,z_No,M,z_High School,z_Blue Collar,42,Commercial,"$27,710",1,Panel Truck,yes,$0,0,Yes,6,1,Highly Urban/ Urban
2104,0,0,2,44,2,0,$0,No,$0,Yes,M,<High School,Student,16,Private,"$13,240",4,Minivan,yes,$0,0,No,0,6,Highly Urban/ Urban
2105,0,0,0,55,0,10,"$41,455",No,$0,z_No,z_F,z_High School,z_Blue Collar,24,Commercial,"$18,080",9,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural
2106,1,1691,0,47,0,10,"$38,027",No,$0,z_No,M,z_High School,Professional,40,Commercial,"$6,300",7,Pickup,yes,"$34,506",3,Yes,5,1,Highly Urban/ Urban
2107,1,13491.456023,0,35,2,0,$0,No,$0,Yes,z_F,Bachelors,Student,5,Commercial,"$8,920",6,z_SUV,no,"$6,031",2,No,3,5,Highly Urban/ Urban
2108,1,3274,0,30,4,0,$0,Yes,,z_No,M,Bachelors,Student,32,Commercial,"$5,080",7,Pickup,yes,"$7,784",1,No,2,6,Highly Urban/ Urban
2110,0,0,0,52,0,6,"$86,498",No,"$287,091",Yes,z_F,Bachelors,Professional,49,Commercial,"$17,360",1,Pickup,no,$0,0,No,2,14,Highly Urban/ Urban
2111,1,39687.383416,0,37,0,11,"$23,338",No,"$152,954",Yes,z_F,<High School,z_Blue Collar,24,Private,"$7,530",7,Sports Car,no,"$6,566",2,No,0,5,Highly Urban/ Urban
2112,0,0,0,59,0,14,"$107,938",No,"$298,176",Yes,z_F,Bachelors,Professional,22,Private,"$18,550",6,z_SUV,no,$0,0,No,0,4,Highly Urban/ Urban
2113,1,3559,0,32,1,12,"$13,847",No,"$129,852",Yes,z_F,z_High School,Clerical,44,Private,"$6,080",6,z_SUV,no,"$2,321",3,No,0,10,Highly Urban/ Urban
2114,1,7123,0,35,3,15,"$25,647",No,"$155,005",Yes,M,z_High School,Clerical,36,Private,"$10,710",1,Pickup,yes,$0,0,No,2,6,Highly Urban/ Urban
2115,0,0,0,33,3,16,"$9,002",No,$0,Yes,z_F,<High School,Student,19,Commercial,"$4,700",13,z_SUV,no,$0,0,No,1,1,Highly Urban/ Urban
2116,0,0,0,45,0,14,"$4,430",No,"$88,615",Yes,z_F,z_High School,Home Maker,45,Private,"$6,440",7,z_SUV,no,$0,0,No,1,10,z_Highly Rural/ Rural
2117,0,0,0,54,0,11,"$66,100",No,"$222,183",Yes,z_F,z_High School,z_Blue Collar,37,Commercial,"$27,270",1,z_SUV,no,"$5,911",1,No,6,7,Highly Urban/ Urban
2118,1,32613.882772,0,63,0,13,"$74,789",No,$0,z_No,z_F,Masters,Lawyer,37,Private,"$15,280",6,z_SUV,no,"$2,487",1,No,8,19,Highly Urban/ Urban
2119,0,0,0,45,0,13,"$67,803",No,"$206,997",z_No,z_F,z_High School,Manager,12,Private,"$5,330",1,z_SUV,no,"$3,948",2,No,2,1,Highly Urban/ Urban
2120,1,7135,0,46,0,13,"$65,075",No,$0,z_No,z_F,Bachelors,Professional,33,Private,"$12,610",1,z_SUV,no,"$5,219",3,No,5,11,Highly Urban/ Urban
2121,1,6524.494674,2,56,2,0,$0,Yes,"$129,145",z_No,z_F,z_High School,Home Maker,42,Private,"$7,100",1,z_SUV,no,$0,0,No,6,9,Highly Urban/ Urban
2122,0,0,0,59,0,0,$0,No,"$121,656",Yes,z_F,PhD,Doctor,17,Private,"$9,940",4,z_SUV,no,$0,0,No,0,9,Highly Urban/ Urban
2123,0,0,0,43,0,10,"$125,575",No,"$308,112",Yes,z_F,Bachelors,Manager,21,Private,"$17,430",3,Minivan,no,$0,0,No,1,13,Highly Urban/ Urban
2124,0,0,0,44,0,9,"$17,049",No,$0,Yes,z_F,z_High School,Student,9,Private,"$29,160",7,Minivan,no,"$1,830",2,No,3,7,Highly Urban/ Urban
2125,0,0,0,66,0,15,"$74,260",No,"$277,449",Yes,z_F,Masters,Lawyer,31,Private,"$15,530",6,z_SUV,no,$0,0,No,0,11,Highly Urban/ Urban
2126,1,1290,0,37,0,12,"$64,563",No,"$225,995",Yes,M,Masters,Professional,24,Commercial,"$7,960",3,Pickup,no,$0,0,Yes,0,12,Highly Urban/ Urban
2127,0,0,0,46,0,12,"$35,018",No,"$177,267",Yes,z_F,z_High School,Home Maker,28,Private,"$28,470",1,Pickup,no,$0,0,No,3,,Highly Urban/ Urban
2128,1,3633,0,42,0,10,"$21,670",No,$0,z_No,z_F,<High School,Home Maker,27,Private,"$9,800",6,z_SUV,no,"$5,229",2,No,6,1,Highly Urban/ Urban
2130,1,4266,0,49,0,13,"$32,589",No,"$169,057",Yes,z_F,z_High School,Professional,56,Private,"$17,380",6,z_SUV,no,$0,0,No,0,4,Highly Urban/ Urban
2131,1,1875,1,38,2,0,$0,Yes,$0,z_No,z_F,<High School,Home Maker,60,Private,"$5,300",4,Sports Car,no,$0,0,No,0,4,Highly Urban/ Urban
2132,0,0,0,49,0,13,"$74,109",No,"$272,103",Yes,M,Bachelors,z_Blue Collar,21,Commercial,"$8,910",13,Pickup,yes,$0,0,No,0,9,Highly Urban/ Urban
2133,1,4739,0,27,1,9,"$8,408",Yes,"$54,880",z_No,M,<High School,Clerical,45,Private,"$19,900",4,Van,no,$0,0,No,3,6,Highly Urban/ Urban
2136,0,0,0,45,0,5,"$89,531",No,$0,z_No,z_F,Bachelors,z_Blue Collar,26,Commercial,"$30,300",4,Pickup,no,"$4,441",1,No,6,8,Highly Urban/ Urban
2137,1,20509.484805,0,59,1,11,"$65,456",Yes,$0,z_No,M,Bachelors,Professional,35,Private,"$17,890",1,Van,no,$0,0,No,0,7,Highly Urban/ Urban
2138,0,0,0,38,0,,"$20,299",No,"$99,501",Yes,z_F,<High School,Clerical,18,Private,"$28,850",9,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
2139,0,0,0,44,2,13,"$10,627",No,$0,Yes,M,z_High School,Student,17,Commercial,"$6,960",1,Pickup,no,$0,0,No,0,10,z_Highly Rural/ Rural
2140,0,0,0,49,0,5,"$174,804",No,"$474,948",z_No,M,z_High School,z_Blue Collar,59,Commercial,"$18,980",11,Van,no,"$2,207",3,No,5,1,Highly Urban/ Urban
2141,0,0,1,40,3,17,"$27,204",No,"$170,218",Yes,M,z_High School,Clerical,66,Private,"$10,700",10,Minivan,no,$0,0,No,1,1,z_Highly Rural/ Rural
2142,0,0,0,46,0,12,"$82,398",No,$0,z_No,M,Bachelors,Professional,44,Private,"$20,510",4,Minivan,yes,"$34,195",2,Yes,0,4,Highly Urban/ Urban
2143,0,0,1,39,2,0,$0,Yes,"$81,473",z_No,z_F,z_High School,Home Maker,20,Private,"$6,670",6,z_SUV,no,"$10,102",1,Yes,5,10,Highly Urban/ Urban
2144,0,0,0,50,0,10,"$114,135",No,"$301,977",Yes,z_F,Masters,Lawyer,56,Private,"$25,790",1,Pickup,no,"$4,733",3,No,2,14,Highly Urban/ Urban
2145,1,2786,0,46,0,11,"$71,667",No,$0,z_No,z_F,Bachelors,Professional,53,Private,"$15,340",1,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban
2146,0,0,2,40,3,14,,No,"$168,365",Yes,z_F,Bachelors,Professional,33,Private,"$24,160",6,Minivan,no,$0,0,No,0,15,z_Highly Rural/ Rural
2147,1,312.64148728,1,37,4,16,"$74,246",No,"$237,469",Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,"$11,940",10,Minivan,no,"$5,326",2,No,2,14,Highly Urban/ Urban
2151,0,0,0,41,2,,"$178,019",No,"$471,354",Yes,M,Bachelors,z_Blue Collar,28,Commercial,"$26,740",17,Panel Truck,yes,$0,0,No,0,8,Highly Urban/ Urban
2152,0,0,0,26,1,,"$21,276",No,$0,Yes,z_F,Bachelors,Student,17,Private,"$13,420",1,Minivan,no,$0,0,No,0,4,Highly Urban/ Urban
2153,0,0,0,43,0,14,"$29,922",No,$0,z_No,M,z_High School,Clerical,40,Private,"$12,140",4,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban
2154,1,4975,0,34,3,14,"$113,195",Yes,"$296,393",z_No,z_F,PhD,Lawyer,57,Private,"$4,900",10,Sports Car,no,$0,0,No,0,16,Highly Urban/ Urban
2155,0,0,0,42,0,10,"$47,836",No,"$175,242",Yes,z_F,Bachelors,Manager,34,Private,"$6,280",1,z_SUV,no,"$8,273",3,No,3,9,Highly Urban/ Urban
2156,1,9540,0,54,0,14,"$80,227",No,"$247,045",Yes,z_F,Masters,Professional,23,Private,"$14,920",1,z_SUV,no,$0,0,No,2,11,Highly Urban/ Urban
2157,0,0,0,46,0,7,"$76,216",No,$0,z_No,z_F,Masters,Home Maker,56,Commercial,"$29,700",20,Pickup,no,"$35,098",1,No,1,19,Highly Urban/ Urban
2158,1,1957,2,44,3,0,,No,"$132,038",Yes,z_F,z_High School,Home Maker,39,Private,"$5,900",6,z_SUV,no,$0,0,Yes,3,1,Highly Urban/ Urban
2159,0,0,0,51,0,,"$27,030",No,"$148,356",Yes,M,z_High School,Clerical,30,Private,"$16,570",6,Van,yes,"$43,297",1,No,1,1,Highly Urban/ Urban
2160,0,0,1,58,1,15,,No,"$155,156",Yes,z_F,PhD,Home Maker,32,Commercial,"$26,790",4,Pickup,no,$0,0,No,0,18,z_Highly Rural/ Rural
2161,0,0,0,56,0,15,"$160,200",No,"$403,584",Yes,M,Masters,Professional,38,Private,"$11,420",1,Minivan,yes,$0,0,No,1,11,z_Highly Rural/ Rural
2162,1,3261,0,40,0,11,"$53,899",No,,Yes,z_F,z_High School,z_Blue Collar,16,Commercial,"$14,080",7,z_SUV,no,$0,0,Yes,1,1,Highly Urban/ Urban
2163,0,0,0,54,0,15,"$88,233",No,"$260,694",Yes,M,Masters,Lawyer,27,Private,"$20,610",6,Van,yes,$0,0,Yes,0,15,Highly Urban/ Urban
2164,1,2855,0,38,0,10,"$26,006",No,$0,z_No,M,z_High School,Clerical,42,Commercial,"$5,300",1,Pickup,no,"$8,342",1,No,0,8,Highly Urban/ Urban
2167,1,7088.358289,0,33,2,,"$30,863",Yes,"$97,212",z_No,M,<High School,z_Blue Collar,39,Commercial,"$4,900",10,Pickup,yes,$0,0,No,1,6,z_Highly Rural/ Rural
2169,0,0,0,52,0,12,"$69,741",No,,Yes,z_F,Masters,Lawyer,21,Private,"$28,700",7,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
2173,0,0,0,57,1,15,"$119,961",No,"$374,650",Yes,M,Bachelors,z_Blue Collar,25,Commercial,"$17,120",4,Pickup,no,$0,0,No,0,13,Highly Urban/ Urban
2174,0,0,0,33,4,18,"$113,498",No,"$305,456",Yes,z_F,Bachelors,z_Blue Collar,28,Commercial,"$16,150",1,z_SUV,no,"$6,974",3,No,5,5,Highly Urban/ Urban
2175,0,0,0,60,2,16,"$112,980",Yes,$0,z_No,M,Bachelors,z_Blue Collar,14,Commercial,"$27,780",6,Minivan,yes,$0,0,No,1,1,Highly Urban/ Urban
2177,0,0,0,47,0,14,"$71,660",No,"$222,417",Yes,z_F,Masters,Manager,22,Private,"$13,610",1,Minivan,no,$0,0,No,0,18,Highly Urban/ Urban
2178,0,0,0,52,0,12,"$125,625",No,"$313,727",Yes,z_F,Bachelors,Manager,15,Private,"$20,120",1,Minivan,no,$0,0,No,4,10,Highly Urban/ Urban
2179,0,0,0,36,0,11,,No,$0,z_No,M,z_High School,z_Blue Collar,48,Commercial,"$18,700",3,Van,yes,$0,0,No,3,6,Highly Urban/ Urban
2180,0,0,0,46,0,7,"$43,197",No,$0,z_No,M,z_High School,Manager,36,Private,"$14,620",11,Minivan,no,$0,0,No,0,7,Highly Urban/ Urban
2181,0,0,0,43,0,11,"$26,036",No,"$140,262",z_No,z_F,z_High School,Clerical,52,Private,"$8,400",10,z_SUV,no,$0,0,No,1,1,z_Highly Rural/ Rural
2183,1,3369,1,44,1,9,"$20,638",Yes,$0,z_No,z_F,<High School,Clerical,19,Private,"$3,560",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
2184,0,0,0,60,0,9,"$38,504",No,$0,z_No,z_F,Bachelors,Professional,49,Private,"$8,690",9,z_SUV,no,$0,0,No,3,9,Highly Urban/ Urban
2185,0,0,0,54,0,15,"$52,027",No,"$217,277",Yes,M,<High School,z_Blue Collar,31,Commercial,"$6,900",7,Pickup,no,$0,0,No,0,4,z_Highly Rural/ Rural
2186,1,5816.4501508,0,39,2,7,"$9,968",Yes,$0,z_No,z_F,Bachelors,Student,44,Private,"$5,500",4,z_SUV,no,$0,0,No,4,10,z_Highly Rural/ Rural
2187,0,0,0,46,0,11,"$35,214",No,"$139,244",Yes,M,Bachelors,Clerical,35,Private,"$12,230",7,Pickup,yes,$0,0,No,0,9,z_Highly Rural/ Rural
2188,0,0,0,48,0,9,"$88,552",No,$0,z_No,M,Bachelors,Manager,16,Private,"$15,160",1,Minivan,no,$0,0,No,1,10,Highly Urban/ Urban
2190,0,0,1,40,1,9,,No,"$165,032",Yes,M,z_High School,Clerical,11,Private,"$9,060",7,Pickup,yes,"$36,486",2,Yes,6,1,Highly Urban/ Urban
2192,0,0,1,45,2,0,$0,Yes,$0,z_No,M,Bachelors,Student,66,Commercial,"$24,070",10,Panel Truck,no,$0,0,No,1,,z_Highly Rural/ Rural
2193,0,0,0,50,0,,"$29,139",No,"$176,944",Yes,M,Bachelors,Clerical,25,Private,"$9,410",12,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
2194,0,0,0,46,0,15,"$181,918",No,"$411,687",Yes,z_F,PhD,Doctor,42,Private,"$28,030",4,Minivan,no,$0,0,No,0,16,Highly Urban/ Urban
2195,0,0,0,29,2,12,"$59,254",No,,Yes,M,Bachelors,Professional,50,Commercial,"$10,130",1,Pickup,no,"$6,399",1,No,5,4,Highly Urban/ Urban
2196,0,0,0,46,0,5,"$75,983",No,"$252,802",Yes,M,Masters,,21,Commercial,"$17,510",6,Van,no,"$30,343",1,Yes,5,14,Highly Urban/ Urban
2198,0,0,0,42,2,11,"$75,856",Yes,"$273,638",z_No,M,Bachelors,z_Blue Collar,44,Commercial,"$14,900",4,Minivan,yes,$0,0,No,0,13,z_Highly Rural/ Rural
2199,0,0,0,46,0,8,"$56,388",No,"$204,486",Yes,M,z_High School,z_Blue Collar,35,Private,"$7,140",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
2200,0,0,0,34,3,12,"$27,908",No,"$136,439",Yes,M,<High School,Clerical,32,Private,"$1,500",1,Minivan,yes,$0,0,No,1,6,Highly Urban/ Urban
2201,0,0,0,58,0,14,"$36,927",No,$0,z_No,M,z_High School,Clerical,29,Commercial,"$30,410",7,Panel Truck,yes,$0,0,No,0,8,z_Highly Rural/ Rural
2205,0,0,0,38,3,5,"$30,592",No,"$160,256",Yes,z_F,z_High School,z_Blue Collar,26,Commercial,"$14,660",10,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
2207,0,0,0,44,0,13,"$23,276",No,"$109,877",Yes,z_F,z_High School,Clerical,18,Commercial,"$16,000",6,Pickup,no,$0,0,No,1,1,z_Highly Rural/ Rural
2208,0,0,0,49,0,12,"$64,446",No,"$235,164",Yes,M,Bachelors,Professional,19,Private,"$14,690",1,Minivan,yes,$0,0,No,1,,z_Highly Rural/ Rural
2209,1,3044,1,42,1,11,"$4,480",Yes,$0,z_No,z_F,z_High School,Home Maker,50,Private,"$1,950",1,z_SUV,no,"$30,089",1,Yes,4,1,Highly Urban/ Urban
2210,0,0,0,39,1,0,$0,No,$0,Yes,z_F,<High School,Student,32,Private,"$9,030",7,z_SUV,no,$0,0,Yes,1,1,z_Highly Rural/ Rural
2211,0,0,0,46,0,14,"$31,834",No,$0,z_No,z_F,<High School,Clerical,68,Private,"$28,190",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
2212,0,0,0,50,0,13,"$26,137",No,"$121,970",Yes,z_F,z_High School,Clerical,31,Commercial,"$23,980",4,Pickup,no,$0,0,No,2,10,z_Highly Rural/ Rural
2213,0,0,0,32,1,0,$0,No,$0,Yes,z_F,z_High School,Student,44,Private,"$9,830",9,z_SUV,no,"$7,644",2,No,7,9,Highly Urban/ Urban
2214,0,0,0,43,0,0,$0,No,$0,Yes,M,<High School,Student,25,Private,"$11,750",6,Minivan,yes,"$4,520",1,No,0,1,Highly Urban/ Urban
2215,0,0,0,48,0,12,"$92,972",No,$0,z_No,z_F,Bachelors,Manager,26,Private,"$28,830",4,z_SUV,no,$0,0,No,0,5,Highly Urban/ Urban
2216,1,4147,0,54,0,13,"$33,791",No,"$171,275",Yes,M,<High School,Clerical,63,Private,"$9,730",1,Pickup,yes,"$41,917",2,Yes,5,1,Highly Urban/ Urban
2217,0,0,0,49,0,7,"$87,961",No,"$275,723",Yes,z_F,PhD,Lawyer,30,Private,"$20,150",13,z_SUV,no,$0,0,No,4,10,Highly Urban/ Urban
2220,0,0,0,46,0,0,$0,No,$0,Yes,M,z_High School,Student,15,Commercial,"$32,280",4,Panel Truck,yes,$0,0,No,2,,z_Highly Rural/ Rural
2222,1,6123,0,41,0,,"$16,108",No,$0,z_No,z_F,Bachelors,Student,34,Commercial,"$25,010",6,z_SUV,no,"$39,315",1,Yes,0,9,Highly Urban/ Urban
2223,0,0,0,50,0,14,"$15,989",No,"$117,038",Yes,M,<High School,Clerical,22,Private,"$20,000",14,Van,no,$0,0,Yes,0,5,Highly Urban/ Urban
2224,1,3925,0,43,0,12,"$77,104",No,$0,z_No,z_F,Masters,Manager,33,Private,"$27,330",6,Sports Car,no,$0,0,No,0,14,Highly Urban/ Urban
2225,0,0,0,44,0,12,"$100,046",No,"$238,931",Yes,z_F,<High School,z_Blue Collar,38,Commercial,"$24,300",1,Pickup,no,$0,0,No,1,6,z_Highly Rural/ Rural
2227,0,0,0,51,0,12,"$113,158",No,"$333,903",Yes,M,Masters,,18,Commercial,"$30,690",1,Panel Truck,no,"$3,601",4,No,4,15,Highly Urban/ Urban
2229,1,4373,0,57,0,12,"$100,769",No,$0,z_No,z_F,Bachelors,Professional,31,Private,"$11,580",6,z_SUV,no,"$6,712",1,No,4,12,Highly Urban/ Urban
2230,0,0,0,49,0,10,"$122,192",No,"$337,259",z_No,M,Masters,,32,Commercial,"$33,960",1,Panel Truck,no,$0,0,No,0,,Highly Urban/ Urban
2231,0,0,0,42,0,12,"$15,307",No,"$123,562",Yes,M,z_High School,Clerical,53,Private,"$10,880",1,Pickup,yes,$0,0,No,2,8,z_Highly Rural/ Rural
2233,0,0,0,50,0,6,"$50,621",No,"$199,108",Yes,z_F,z_High School,Professional,32,Private,"$15,860",10,z_SUV,no,$0,0,No,3,,Highly Urban/ Urban
2234,1,706,0,39,1,13,"$77,889",No,"$217,053",Yes,z_F,Bachelors,z_Blue Collar,44,Commercial,"$9,290",6,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
2235,0,0,0,53,0,7,"$55,869",No,$0,z_No,M,Masters,Lawyer,10,Private,"$22,920",1,Minivan,no,$0,0,No,0,13,Highly Urban/ Urban
2237,1,16798.062604,0,42,0,12,"$31,093",No,"$159,141",Yes,z_F,<High School,Clerical,9,Private,"$13,550",10,Sports Car,no,"$5,029",3,No,2,5,Highly Urban/ Urban
2238,0,0,0,47,0,6,"$64,549",No,"$222,737",z_No,M,Bachelors,Manager,51,Private,"$14,780",6,Minivan,no,"$3,457",1,No,3,10,Highly Urban/ Urban
2239,0,0,0,63,0,13,"$65,962",No,"$244,144",Yes,z_F,Masters,Manager,12,Private,"$14,400",8,Sports Car,no,"$3,694",2,No,0,12,Highly Urban/ Urban
2240,0,0,1,45,1,10,"$19,802",Yes,,z_No,M,<High School,Clerical,42,Private,"$3,480",1,Minivan,no,$0,0,No,1,1,z_Highly Rural/ Rural
2242,1,5641,4,45,5,0,$0,Yes,$0,z_No,z_F,<High School,Student,38,Private,"$7,920",6,Sports Car,no,"$5,288",2,No,3,,z_Highly Rural/ Rural
2243,0,0,0,48,0,10,"$90,174",No,$0,z_No,M,Masters,,52,Commercial,"$28,090",3,Panel Truck,yes,"$4,436",2,No,3,16,Highly Urban/ Urban
2244,0,0,0,46,0,9,"$98,346",No,"$296,257",Yes,M,Masters,Lawyer,16,Private,"$17,980",4,Van,no,$0,0,No,1,27,Highly Urban/ Urban
2246,1,1338,0,41,0,13,"$39,645",No,"$150,503",Yes,z_F,z_High School,Clerical,48,Private,"$20,800",14,Sports Car,no,$0,0,No,0,5,Highly Urban/ Urban
2247,0,0,0,46,0,12,"$78,804",No,"$270,734",Yes,z_F,z_High School,z_Blue Collar,54,Commercial,"$9,380",12,Sports Car,no,"$7,428",3,No,0,1,Highly Urban/ Urban
2248,0,0,0,49,0,8,"$57,775",No,"$176,758",Yes,z_F,z_High School,Manager,35,Private,"$15,680",7,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
2249,0,0,0,51,0,14,"$117,742",No,"$305,361",Yes,M,Masters,Lawyer,23,Private,"$1,500",10,Minivan,yes,$0,0,No,0,16,Highly Urban/ Urban
2250,0,0,0,47,0,10,"$161,627",No,"$408,755",z_No,z_F,PhD,Doctor,23,Private,"$11,240",1,z_SUV,no,$0,0,No,1,21,Highly Urban/ Urban
2252,0,0,0,35,2,9,"$103,802",No,"$319,590",Yes,z_F,PhD,Manager,30,Private,"$34,270",6,Pickup,no,$0,0,No,0,17,Highly Urban/ Urban
