INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP
2176,96,1703,263,59,130,415,507,34,,,1803,138,439,537,184,137
2177,97,1608,249,50,102,453,475,33,,,1692,107,477,500,177,173
2178,101,1582,268,44,118,439,524,48,,,1686,126,468,558,169,152
2179,90,1538,227,39,135,502,570,33,,,1661,146,542,616,181,159
2180,83,1497,226,41,124,534,535,28,,,1606,133,573,574,164,163
2181,77,1517,214,49,97,483,509,48,,,1617,103,515,542,148,141
2182,78,1483,263,37,101,534,548,38,,,1570,107,565,580,169,152
2183,91,1410,173,37,116,595,545,42,,,1503,124,634,581,146,136
2184,58,1386,162,35,86,508,498,37,,,1468,91,538,527,177,148
2185,70,1471,201,49,98,539,505,41,,,1547,103,567,531,188,135
2186,83,1534,187,37,122,534,487,41,,,1635,130,569,519,177,119
2187,64,1395,185,39,127,560,574,48,,,1467,134,589,604,167,127
2188,85,1521,231,50,232,520,598,31,,,1600,244,547,629,163,143
2189,82,1422,221,52,173,630,682,54,,,1496,182,663,717,164,141
2190,77,1455,214,55,155,645,550,45,,,1531,163,679,579,171,141
2192,101,1440,207,55,185,692,644,57,35,,1486,191,714,665,175,181
2193,97,1406,196,59,159,564,707,32,33,,1479,167,593,744,161,184
2194,74,1527,205,47,185,525,640,33,22,,1606,195,552,673,158,159
2195,102,1458,204,44,196,549,590,32,24,,1534,206,578,621,162,181
2196,84,1449,182,36,178,523,611,40,23,,1524,187,550,643,148,174
2197,70,1334,202,47,153,423,693,70,36,,1403,161,445,729,151,150
2198,73,1419,180,57,165,470,704,67,40,,1493,174,494,741,169,189
2199,84,1472,263,44,179,559,859,67,31,,1548,188,588,904,160,164
2200,87,1449,251,37,176,498,920,85,36,,1524,185,524,968,160,124
2201,83,1427,231,65,137,491,890,90,47,,1501,144,517,936,174,123
2202,89,1451,230,34,193,532,804,83,57,,1526,203,560,846,140,133
2204,88,1442,206,35,197,441,889,55,49,,1442,197,441,889,156,113
2205,90,1360,185,38,165,505,900,64,35,,1360,165,505,900,159,136
2206,95,1384,169,43,159,476,844,47,27,,1384,159,476,844,148,124
2207,94,1382,196,31,182,417,865,29,30,,1391,183,420,870,169,132
2208,91,1354,201,39,140,520,978,22,30,,1354,140,520,978,134,149
2209,88,1301,162,33,108,508,904,50,37,,1301,108,508,904,162,125
2210,90,1325,187,28,136,711,1054,71,32,,1325,136,711,1054,169,155
2211,86,1460,257,35,165,729,1005,83,27,,1460,165,729,1005,170,153
2212,90,1348,224,36,140,654,1042,101,36,,1348,140,654,1042,177,153
2213,72,1339,221,38,157,502,1008,129,47,,1399,164,525,1054,161,126
2214,88,1452,212,52,161,590,913,112,52,,1452,161,590,913,163,138
2215,72,1380,228,38,93,548,869,107,51,,1380,93,548,869,175,153
2216,80,1421,236,45,85,608,780,100,47,,1430,86,612,785,146,165
2217,74,1340,211,37,85,518,778,88,55,,1340,85,518,778,183,153
2219,89,1331,240,41,117,554,814,87,54,,1331,117,554,814,146,118
2220,71,1328,192,36,125,580,925,140,73,,1328,125,580,925,161,138
2222,82,1373,235,38,92,563,792,130,73,,2004,134,822,1156,144,149
2223,87,1393,213,30,133,607,915,130,56,,1393,133,607,915,173,125
2224,79,1324,206,30,142,619,990,140,78,,1324,142,619,990,171,109
2226,62,1263,217,31,115,488,962,99,55,,1263,115,488,962,144,134
2227,83,1394,269,29,114,536,1087,148,93,,1394,114,536,1087,143,149
2228,90,1458,274,32,205,511,1094,126,97,,1458,205,511,1094,129,183
2229,83,1353,227,44,113,550,1023,121,78,,1353,113,550,1023,129,145
2230,92,1365,241,52,141,508,1071,87,54,,1365,141,508,1071,113,135
2231,85,1459,221,35,152,488,973,109,56,,1459,152,488,973,107,148
2233,72,1330,220,36,105,435,1067,112,64,,1330,105,435,1067,111,174
2234,103,1534,269,33,168,516,930,120,65,,1534,168,516,930,101,169
2235,77,1357,224,45,173,513,1013,161,56,,1912,244,723,1427,96,159
2236,75,1413,258,37,171,531,1193,155,52,,1590,192,597,1342,119,160
2237,68,1400,245,21,153,615,1189,113,53,,1400,153,615,1189,134,165
2238,90,1415,266,37,172,642,1120,121,49,,1415,172,642,1120,120,157
2239,88,1531,290,26,160,674,1034,101,51,,1522,159,670,1028,100,156
2240,86,1507,307,18,188,696,1028,109,56,,1507,188,696,1028,105,150
2241,97,1535,304,44,226,709,1032,79,39,51,1535,226,709,1032,93,173
2242,90,1493,304,40,235,625,1090,57,42,50,1493,235,625,1090,118,170
2243,96,1474,302,35,199,620,967,74,21,65,1483,200,624,973,91,167
2244,101,1449,283,29,181,597,986,53,37,40,1458,182,601,992,80,164
2245,91,1500,314,33,183,705,874,43,23,72,1500,183,705,874,101,153
2246,75,1427,299,26,128,431,901,71,35,49,1427,128,431,901,90,146
2247,76,1427,299,52,164,497,897,58,25,53,1436,165,500,903,92,133
2248,67,1345,207,70,28,540,710,121,,,1443,30,579,762,289,101
2249,92,1414,209,85,24,606,528,205,,,1487,25,637,555,218,117
2250,135,1793,371,59,46,259,777,,,,2570,66,371,1114,794,
2251,54,1244,182,32,12,321,618,,,,1866,18,482,927,597,
2252,57,1329,243,61,40,312,871,207,,,1765,53,414,1157,600,
2253,34,1177,171,9,0,119,0,,,,10035,0,1015,0,1279,
2254,93,1527,200,64,0,79,0,,,,3638,0,188,0,1010,
2255,75,1343,176,83,22,227,458,,,,2720,45,460,927,903,83
2256,107,1475,195,76,12,207,397,,,,2438,20,342,656,641,
2257,101,1493,229,91,17,263,513,,,,2260,26,398,777,740,
2258,114,1416,191,82,25,338,408,,,,2048,36,489,590,551,
2259,108,1591,240,99,23,466,495,392,,,1854,27,543,577,576,
2260,114,1860,313,94,47,530,408,697,,,2232,56,636,490,577,
2261,110,1427,179,56,43,492,625,562,,,1712,52,590,750,516,
2262,108,1574,253,77,70,592,572,403,,,1889,84,710,686,526,
2263,93,1558,212,87,57,565,584,366,,,1856,68,673,696,562,
2264,101,1584,201,61,69,744,524,337,,,1887,82,886,624,555,
2265,60,1282,149,57,49,656,530,226,,,1385,53,708,572,489,
2266,70,1581,187,120,12,643,308,307,,,1940,15,789,378,488,
2268,48,1662,192,109,47,475,345,254,,,2055,58,587,427,470,
2269,50,1448,167,97,46,414,374,231,,,1804,57,516,466,430,
2270,36,1579,184,83,38,438,388,213,,,1953,47,542,480,464,
2271,42,1393,161,59,14,414,434,112,,,1504,15,447,469,419,
2272,90,1624,185,94,50,502,281,225,,,1742,54,539,301,428,
2273,75,1643,163,94,42,470,368,281,,,1901,49,544,426,383,84
2274,88,1655,216,109,45,363,625,220,,,1915,52,420,723,353,125
2275,68,1482,140,45,12,330,530,191,,,1792,15,399,641,390,129
2276,51,1391,163,77,9,328,,202,,,1645,11,388,,380,131
2277,79,1359,184,69,25,361,,209,,,1430,26,380,,323,87
2278,61,1319,147,89,21,411,,170,,,1388,22,432,,288,87
2279,56,1291,148,75,11,390,,119,,,1394,12,421,,294,99
2280,55,1231,128,54,20,330,,132,,,1303,21,349,,371,111
2281,52,1162,141,60,18,297,,158,,,1222,19,312,,367,72
2282,58,1324,158,60,16,605,,172,,,1411,17,645,,342,96
2283,67,1289,177,74,16,694,615,190,,,1365,17,735,651,272,115
2284,82,1408,216,94,28,644,707,190,,,1531,30,700,769,285,115
2285,67,1446,201,82,29,538,656,204,,,1531,31,570,695,288,120
2286,55,1327,164,78,16,487,619,185,,,1433,17,526,669,237,122
2287,86,1322,215,69,35,471,654,216,,,1400,37,499,692,253,115
2288,76,1373,168,97,21,484,697,172,152,,1454,22,512,738,249,115
2289,64,1295,164,78,26,355,689,193,,,1371,28,376,730,289,131
2290,87,1355,169,99,28,383,695,169,,,1444,30,408,741,236,163
2292,64,1389,193,61,21,359,494,175,,,1642,25,425,584,257,132
2293,79,1672,250,101,34,392,509,133,120,,1759,36,412,535,269,143
2294,92,1731,275,93,88,404,479,100,100,,1833,93,428,507,232,138
2295,89,1719,295,93,113,470,447,77,66,,1808,119,494,470,251,128
2296,84,1675,290,80,67,464,472,94,65,,1774,71,491,500,244,149
2297,68,1633,284,92,70,402,440,90,90,,1718,74,423,463,201,170
2298,82,1686,309,85,115,472,438,74,54,,1785,122,500,464,216,165
2300,97,1535,280,84,89,512,541,116,,,1625,94,542,573,226,180
2301,100,1583,307,74,119,598,461,86,,,1665,125,629,485,160,141
2302,83,1672,330,90,107,522,485,77,,,1782,114,556,517,185,159
2303,97,1822,392,94,109,504,522,76,,,1917,115,530,549,193,185
2304,106,1635,371,78,63,454,500,120,,,1720,66,478,526,168,178
2305,76,1543,323,54,80,442,541,97,,,1623,84,465,569,177,163
2306,87,1573,271,65,60,414,559,105,,,1666,64,438,592,169,126
2307,101,1675,311,79,110,415,566,73,,,1774,116,439,599,176,149
2308,101,1628,301,62,90,425,548,75,,,1713,95,447,576,171,140
2309,92,1635,349,63,93,465,607,73,,,1720,98,489,639,162,141
2310,85,1623,278,70,99,405,599,82,,,1707,104,426,630,173,134
2311,76,1654,309,79,98,442,528,59,,,1774,105,474,566,213,156
2312,97,1695,352,66,104,503,599,47,,,1795,110,533,634,187,148
2313,89,1603,282,65,126,507,646,103,,,1697,133,537,684,184,142
2314,103,1569,269,59,74,572,575,50,,,1661,78,606,609,181,155
2315,112,1530,297,73,63,580,533,75,,,1609,66,610,561,178,144
2316,110,1594,272,76,74,450,461,42,,,1677,78,473,485,159,193
2319,102,1481,275,58,84,550,558,60,,,1538,87,571,579,128,173
2320,94,1538,247,68,121,644,538,29,,,1618,127,677,566,134,178
2321,89,1469,250,61,110,625,548,25,,,1545,116,657,576,124,145
2322,101,1592,296,57,107,599,507,18,,,1675,113,630,533,149,157
2323,83,1433,270,53,108,642,640,24,,,1517,114,680,678,138,182
2324,85,1477,242,60,100,599,518,32,32,,1554,105,630,545,131,197
2325,93,1458,260,57,102,565,504,35,34,,1534,107,594,530,148,167
2326,87,1551,296,59,147,604,649,19,23,,1632,155,635,683,145,169
2327,76,1597,300,61,125,612,616,66,48,,1680,131,644,648,154,187
2328,72,1446,240,38,150,482,628,67,62,,1521,158,507,661,154,160
2329,80,1518,246,52,130,529,654,43,37,,1597,137,556,688,141,181
2330,92,1575,247,45,139,519,707,61,46,,1657,146,546,744,138,177
2331,76,1442,227,41,117,561,670,46,45,,1517,123,590,705,160,171
2332,75,1506,257,52,124,510,786,68,56,,1584,130,536,827,154,166
2333,90,1385,224,50,145,527,833,50,37,,1457,153,554,876,148,160
2334,84,1511,248,54,108,520,784,48,29,,1589,114,547,825,175,174
2335,84,1528,221,31,137,515,846,86,41,,1528,137,515,846,132,170
2336,93,1540,231,66,128,458,915,77,42,,1540,128,458,915,147,136
2337,93,1531,240,53,109,427,925,73,51,,1531,109,427,925,172,147
2338,80,1424,235,46,110,480,887,101,52,,1433,111,483,893,131,153
2339,83,1377,196,61,108,345,977,144,61,,1377,108,345,977,145,166
2340,102,1471,226,40,116,446,925,103,54,,1480,117,449,931,141,128
2341,97,1383,227,48,73,378,897,110,45,,1383,73,378,897,140,135
2342,87,1403,228,44,90,503,876,87,49,,1403,90,503,876,138,144
2343,76,1497,218,51,113,569,961,117,47,,1497,113,569,961,150,159
2344,90,1542,225,54,95,543,757,124,53,,1542,95,543,757,142,155
2345,78,1436,222,44,73,454,824,108,50,,1491,76,471,856,145,152
2346,81,1418,240,35,75,531,796,100,46,,1418,75,531,796,158,149
2347,87,1501,217,46,84,534,757,173,62,,1510,85,537,762,148,193
2348,82,1527,239,46,81,444,649,116,49,,1527,81,444,649,171,140
2349,72,1432,243,57,63,512,860,123,55,,1432,63,512,860,174,163
2350,83,1490,252,56,96,489,823,134,112,,1490,96,489,823,139,174
2351,69,1351,263,44,79,420,713,97,42,,1351,79,420,713,136,155
2352,86,1594,279,63,100,460,838,116,69,,1594,100,460,838,132,166
2354,94,1487,251,71,79,602,786,140,71,,2362,125,956,1248,130,172
2355,92,1439,239,52,67,569,805,200,91,,1439,67,569,805,124,169
2356,79,1496,262,63,83,543,879,207,89,,1496,83,543,879,152,173
2357,84,1369,225,44,75,516,924,220,71,,1369,75,516,924,118,184
2358,101,1446,245,59,87,586,853,314,96,,1446,87,586,853,108,166
2359,79,1278,217,48,58,572,911,264,78,,1286,58,576,917,124,179
2360,95,1449,252,49,94,644,933,248,72,,1449,94,644,933,116,172
2361,76,1373,207,33,71,484,827,234,64,,1373,71,484,827,121,131
2362,86,1418,263,47,73,507,848,155,54,,1418,73,507,848,111,134
2363,70,1398,255,41,73,517,844,221,74,,1398,73,517,844,129,114
2364,84,1366,239,53,68,532,857,202,110,,1366,68,532,857,105,133
2365,83,1464,262,44,94,495,996,208,118,,1464,94,495,996,91,146
2366,87,1508,262,34,118,588,882,153,72,,1508,118,588,882,159,157
2367,75,1458,303,38,153,617,975,108,65,,2072,217,877,1386,114,169
2368,70,1339,270,27,121,494,1042,89,52,,1517,137,560,1180,128,177
2369,88,1468,281,31,142,495,1089,149,58,,1468,142,495,1089,125,139
2370,73,1409,269,39,144,543,1191,164,60,,1409,144,543,1191,123,156
2371,83,1444,292,30,223,676,1179,133,41,,1444,223,676,1179,142,160
2372,75,1470,276,27,195,617,1209,135,48,,1479,196,621,1217,133,162
2373,95,1481,259,25,235,675,1253,87,51,84,1481,235,675,1253,111,148
2374,93,1469,274,32,199,529,1089,91,35,65,1469,199,529,1089,110,156
2375,97,1475,285,26,175,542,927,86,42,67,1475,175,542,927,103,168
2376,85,1580,342,32,196,580,952,82,32,73,1580,196,580,952,77,138
2377,105,1544,319,24,214,548,1085,111,47,51,1544,214,548,1085,97,154
2378,100,1494,287,26,170,534,947,83,36,62,1494,170,534,947,100,196
2379,84,1493,294,27,185,534,928,59,32,61,1502,186,537,934,99,171
2380,41,992,263,20,0,142,952,,,,20088,0,2876,19278,952,
2381,51,1370,141,44,12,65,551,,,,3171,28,150,1275,921,86
2382,70,1477,193,75,18,583,615,372,,,1884,23,744,784,499,
2383,63,1450,267,43,111,473,1107,120,73,,1450,111,473,1107,94,178
2384,69,1531,272,29,145,544,1042,73,49,,1531,145,544,1042,135,198
2385,69,1423,255,22,163,562,1028,91,46,48,1432,164,565,1034,119,172
2386,62,1426,311,21,121,456,1116,115,52,54,1426,121,456,1116,139,144
2387,55,1427,299,35,134,459,1122,103,45,58,1436,135,462,1129,127,169
2388,63,1501,298,38,137,420,1030,142,42,56,1501,137,420,1030,103,158
2389,70,1425,280,46,146,472,950,133,42,55,1434,147,475,956,120,140
2390,67,1519,289,40,157,412,990,151,49,69,1519,157,412,990,124,139
2391,61,1395,267,33,190,441,1106,134,52,47,1395,190,441,1106,116,156
2392,61,1315,218,44,120,561,923,82,47,,1323,121,564,929,157,172
2393,60,1379,207,38,133,469,794,100,53,,1388,134,472,799,140,161
2394,56,1237,190,35,138,497,963,68,28,,1237,138,497,963,182,165
2395,62,1246,199,28,125,514,1124,47,30,,1246,125,514,1124,127,145
2396,70,1227,179,33,136,570,1125,30,19,,1227,136,570,1125,143,148
2397,72,1268,188,41,128,458,1089,54,38,,1292,130,467,1110,145,142
2398,76,1219,169,25,116,475,1043,53,37,,1227,117,478,1049,145,168
2399,65,1216,161,37,125,457,966,29,19,,1224,126,460,972,149,145
2400,86,1365,171,40,148,630,900,52,40,,1365,148,630,900,140,159
2401,70,1302,184,28,138,635,989,72,42,,1302,138,635,989,116,173
2402,64,1242,193,31,88,586,974,69,46,,1265,90,597,992,144,173
2404,57,1397,195,29,110,503,791,91,53,,1397,110,503,791,161,164
2405,85,1501,200,39,100,514,719,114,81,,1520,101,520,728,165,166
2406,79,1431,208,17,134,613,863,102,62,,1431,134,613,863,191,173
2407,76,1390,213,26,80,568,809,87,45,,1390,80,568,809,156,142
2408,94,1497,265,39,135,596,904,154,85,,1497,135,596,904,117,156
2409,87,1353,216,36,132,624,779,196,91,,1353,132,624,779,153,140
2410,83,1549,252,26,140,461,607,79,51,,1549,140,461,607,130,151
2412,88,1493,275,23,76,455,611,71,63,,2303,117,702,943,106,157
2413,64,1354,204,26,115,447,750,63,45,,1354,115,447,750,121,169
2414,77,1429,242,33,106,442,767,119,60,,1429,106,442,767,113,151
2416,62,1367,214,41,130,533,824,131,76,,1375,131,536,829,120,146
2417,87,1479,248,43,184,511,1088,103,85,,1479,184,511,1088,120,160
2418,75,1478,264,35,194,567,1081,120,71,,1478,194,567,1081,148,148
2419,70,1387,228,39,113,545,1028,131,57,,1396,114,548,1034,130,146
2420,83,1433,260,46,122,503,989,101,49,,1433,122,503,989,136,137
2421,83,1416,257,27,110,575,1054,115,48,,1416,110,575,1054,133,161
2422,85,1539,288,31,177,596,1039,102,50,,1539,177,596,1039,134,138
2423,77,1387,266,23,159,550,1036,81,44,,1387,159,550,1036,153,153
2425,74,1583,281,38,176,621,1037,117,50,,2250,250,882,1474,149,151
2426,83,1467,278,27,155,592,987,101,53,,1650,174,666,1110,110,176
2427,90,1622,323,32,221,660,1041,83,26,,1622,221,660,1041,87,150
2428,77,1547,311,27,187,500,1116,72,37,,1547,187,500,1116,122,155
2429,88,1637,314,32,201,595,1045,82,47,,1637,201,595,1045,122,140
2430,95,1653,304,29,230,611,937,111,54,,1653,230,611,937,119,167
2431,71,1601,330,35,173,580,922,69,47,39,1601,173,580,922,135,162
2432,73,1566,326,23,246,548,1093,97,32,75,1566,246,548,1093,114,167
2433,72,1510,304,27,230,554,1055,62,34,62,1510,230,554,1055,99,152
2434,71,1506,274,36,239,488,1052,65,25,75,1506,239,488,1052,94,168
2435,89,1492,323,34,227,500,1099,69,36,61,1492,227,500,1099,117,152
2436,79,1528,311,29,260,495,1112,67,15,48,1528,260,495,1112,108,149
2437,80,1571,357,23,183,505,1061,53,24,40,1571,183,505,1061,98,174
2438,83,1414,187,133,29,596,685,517,,,1735,36,731,841,514,
2439,72,1338,238,75,12,245,843,,,,2084,19,382,1313,731,
2440,54,1375,231,41,101,502,824,65,55,,1384,102,505,829,164,134
2442,53,1362,253,34,95,448,663,75,56,,1362,95,448,663,158,187
2443,67,1398,249,53,126,448,813,67,72,,1398,126,448,813,133,206
2444,57,1218,209,35,93,434,850,101,87,,1861,142,663,1299,160,156
2445,78,1447,262,45,106,415,749,118,81,,1447,106,415,749,136,146
2446,89,1546,268,58,167,510,810,131,72,,1546,167,510,810,115,148
2447,89,1555,275,68,143,460,816,193,67,,1555,143,460,816,123,166
2448,100,1491,283,53,159,506,812,145,77,,1500,160,509,817,126,165
2449,86,1540,285,35,181,496,848,110,59,,1540,181,496,848,100,150
2450,96,1514,277,38,215,555,970,126,50,,1514,215,555,970,111,148
2451,87,1491,271,47,158,521,935,107,36,,1491,158,521,935,110,170
2452,89,1449,265,40,142,521,923,144,58,,1449,142,521,923,126,164
2453,86,1479,263,50,167,526,970,111,52,,1479,167,526,970,86,144
2454,91,1412,295,45,133,499,1043,148,53,,1412,133,499,1043,127,115
2455,96,1458,265,40,163,561,933,129,39,,1458,163,561,933,93,109
2456,95,1556,317,42,159,588,861,170,49,,1556,159,588,861,107,144
2457,77,1499,296,42,162,545,973,111,37,,2112,228,768,1371,113,148
2458,63,1473,309,30,158,554,1019,84,18,,1657,178,623,1146,109,147
2459,74,1451,302,35,177,529,1105,116,38,,1451,177,529,1105,110,187
2460,76,1333,275,41,147,487,1138,134,50,,1333,147,487,1138,97,150
2461,88,1482,316,19,221,564,1132,184,81,,1482,221,564,1132,125,131
2462,84,1580,337,14,212,578,1077,119,48,,1580,212,578,1077,106,164
2463,83,1562,328,21,244,526,1026,89,34,60,1562,244,526,1026,100,176
2466,86,1580,357,33,190,546,1081,37,25,90,1580,190,546,1081,117,161
2467,67,1447,292,34,146,516,1090,58,31,71,1456,147,519,1097,92,151
2468,80,1480,307,39,136,486,955,72,35,89,1480,136,486,955,95,154
2469,87,1591,348,27,199,514,906,65,33,63,1591,199,514,906,99,157
2470,75,2222,295,197,35,284,110,359,,,12856,203,1643,636,1146,
2471,97,2132,363,71,32,45,91,58,45,,13815,207,292,590,933,
2473,80,1474,223,72,10,234,507,,,,2877,20,457,990,714,113
2474,75,1454,239,60,10,270,463,,,,2804,19,521,893,600,135
2475,68,1458,226,115,23,213,582,,,,2846,45,416,1136,843,137
2476,53,1420,176,101,23,562,582,263,,,1704,28,674,698,707,
2477,62,1336,160,84,40,568,593,296,,,1433,43,609,636,587,
2478,50,1582,226,104,29,658,298,193,,,1987,36,826,374,624,
2479,55,1616,268,145,72,757,460,306,,,1983,88,929,565,612,
2480,54,1663,262,128,70,656,501,300,,,2105,89,830,634,562,
2482,75,1689,238,95,44,459,427,255,,,2073,54,563,524,453,
2483,54,1517,189,85,38,394,411,210,,,1617,41,420,438,471,
2484,58,1523,173,93,50,373,363,188,,,1623,53,398,387,430,
2485,33,1695,187,104,12,79,137,21,21,,7041,50,328,569,997,
2486,12,1009,112,75,0,12,0,,,,12574,0,150,0,847,
2488,68,1347,174,38,6,171,807,,,,1948,9,247,1167,796,
2489,38,1156,182,69,31,358,786,193,,,1561,42,483,1061,618,
2490,61,1380,198,84,62,357,450,444,,,1832,82,474,598,623,
2491,58,1141,118,59,36,297,603,400,,,1379,44,359,729,573,
2492,54,1444,197,74,33,609,596,303,,,1887,43,796,779,678,
2493,29,1122,69,64,0,29,0,,,,6492,0,168,0,1522,
2494,78,1364,252,101,16,158,543,,,,2662,31,308,1060,693,96
2495,63,1543,225,61,14,239,334,,,,3048,28,472,660,697,99
2496,35,1329,210,110,31,218,584,,,,2563,60,420,1126,905,127
2497,52,1300,202,33,125,529,962,52,52,,1300,125,529,962,184,179
2498,73,1284,211,35,136,659,972,65,45,,1284,136,659,972,141,193
2499,71,1320,198,29,89,546,805,51,43,,1328,90,549,810,151,165
2502,79,1363,202,29,87,656,817,125,49,,1371,88,660,822,154,158
2503,75,1346,216,31,98,579,954,108,58,,1346,98,579,954,180,179
2504,55,1275,224,32,94,433,841,86,44,,1275,94,433,841,147,179
2505,75,1474,294,50,138,478,877,88,50,,1474,138,478,877,129,128
2506,76,1404,269,31,121,396,881,80,42,,1404,121,396,881,134,150
2507,96,1463,276,43,145,437,901,123,57,,1481,147,442,912,133,125
2508,90,1407,250,61,114,547,865,237,82,,1407,114,547,865,144,126
2509,90,1325,219,42,122,552,747,207,60,,1988,183,828,1121,122,132
2510,86,1454,270,38,133,503,816,156,56,,1454,133,503,816,122,117
2511,82,1482,297,41,102,509,733,138,44,,1482,102,509,733,116,130
2512,78,1375,244,36,97,473,787,132,38,,1384,98,476,792,133,148
2513,85,1350,244,49,119,495,885,170,77,,1358,120,498,890,122,153
2514,78,1410,257,50,111,540,1022,194,96,,1419,112,543,1028,134,133
2515,91,1467,310,39,120,501,918,166,74,,1467,120,501,918,147,122
2516,81,1400,260,48,107,454,1053,189,89,,1400,107,454,1053,142,145
2517,81,1353,267,30,100,572,958,160,70,,1353,100,572,958,136,126
2518,85,1363,227,43,114,576,1024,235,99,,1363,114,576,1024,110,134
2519,71,1337,237,42,96,487,1063,222,101,,1345,97,490,1070,132,129
2522,105,1579,350,43,153,539,951,195,51,,2244,217,766,1351,134,128
2523,74,1427,298,27,133,450,1014,135,55,,1605,150,506,1141,123,134
2524,88,1441,297,27,148,492,1077,108,34,,1441,148,492,1077,126,121
2526,65,1348,280,32,147,439,1058,91,46,,1348,147,439,1058,155,127
2527,68,1473,320,47,163,438,939,70,51,,1473,163,438,939,160,126
2528,67,1475,310,35,178,476,1048,58,48,29,1475,178,476,1048,132,151
2529,68,1361,320,28,131,478,1071,101,51,60,1361,131,478,1071,108,139
2530,83,1432,300,36,162,575,1104,118,64,46,1432,162,575,1104,139,160
2531,83,1404,294,25,144,522,990,100,39,45,1404,144,522,990,102,152
2532,67,1361,276,27,151,496,925,109,38,35,1361,151,496,925,99,171
2533,81,1367,311,32,117,491,1090,45,45,89,1367,117,491,1090,92,156
2534,71,1437,322,22,164,594,1156,123,62,69,1437,164,594,1156,131,123
2535,31,1116,157,62,15,262,969,,,,2870,39,674,2492,1026,
